mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_mlp__solver,param_mlp__learning_rate_init,param_mlp__hidden_layer_sizes,param_mlp__batch_size,param_mlp__alpha,param_mlp__activation,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.051923116048177086,0.002705528488469771,0.0006705919901529948,0.0009483602872931303,adam,0.00379269019073225,"(32, 16)",64,0.00012742749857031334,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.00379269019073225), 'mlp__hidden_layer_sizes': (32, 16), 'mlp__batch_size': 64, 'mlp__alpha': np.float64(0.00012742749857031334), 'mlp__activation': 'relu'}",0.7848101265822784,0.7945205479452054,0.8571428571428571,0.8121578438901137,0.032055281767321114,55
0.09999648729960124,0.03216057992933789,0.002153793970743815,0.001597974451746286,adam,0.00012742749857031334,"(16,)",16,1e-06,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.00012742749857031334), 'mlp__hidden_layer_sizes': (16,), 'mlp__batch_size': 16, 'mlp__alpha': np.float64(1e-06), 'mlp__activation': 'relu'}",0.676923076923077,0.3,0.6666666666666666,0.5478632478632478,0.17531579263113622,119
0.05413373311360677,0.011253590302440743,0.0010009606679280598,0.0014155721519858943,adam,0.00615848211066026,"(128,)",32,3.792690190732254e-05,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.00615848211066026), 'mlp__hidden_layer_sizes': (128,), 'mlp__batch_size': 32, 'mlp__alpha': np.float64(3.792690190732254e-05), 'mlp__activation': 'relu'}",0.8292682926829268,0.8205128205128205,0.9333333333333333,0.8610381488430269,0.05124522643522331,8
0.04770334561665853,0.003941743853018989,0.006563901901245117,0.007261205730095008,adam,0.00379269019073225,"(32,)",32,1.8329807108324375e-06,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.00379269019073225), 'mlp__hidden_layer_sizes': (32,), 'mlp__batch_size': 32, 'mlp__alpha': np.float64(1.8329807108324375e-06), 'mlp__activation': 'relu'}",0.65,0.8157894736842105,0.9090909090909091,0.7916267942583732,0.1071444542075954,79
0.09879875183105469,0.0008113790475385368,0.0060240427652994795,0.008519282979002047,adam,0.002976351441631319,"(16,)",8,0.05455594781168514,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.002976351441631319), 'mlp__hidden_layer_sizes': (16,), 'mlp__batch_size': 8, 'mlp__alpha': np.float64(0.05455594781168514), 'mlp__activation': 'relu'}",0.8354430379746836,0.8125,0.8571428571428571,0.835028631705847,0.018227725637722424,26
0.07592161496480306,0.003250713540901209,0.003342866897583008,0.00046559972324309836,adam,0.0008858667904100823,"(64, 32, 16)",64,0.0007847599703514606,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.0008858667904100823), 'mlp__hidden_layer_sizes': (64, 32, 16), 'mlp__batch_size': 64, 'mlp__alpha': np.float64(0.0007847599703514606), 'mlp__activation': 'relu'}",0.676923076923077,0.72,0.9333333333333333,0.7767521367521368,0.11210756343067219,88
0.05015699068705241,0.006107482348619958,0.0033114751180013022,0.0004195705181294876,adam,0.004832930238571752,"(64,)",32,1.8329807108324375e-06,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.004832930238571752), 'mlp__hidden_layer_sizes': (64,), 'mlp__batch_size': 32, 'mlp__alpha': np.float64(1.8329807108324375e-06), 'mlp__activation': 'relu'}",0.8148148148148148,0.7714285714285715,0.8571428571428571,0.8144620811287479,0.03499359950683851,53
0.048709710439046226,0.008039462703849802,0.008018016815185547,0.007111862388857033,adam,0.002335721469090121,"(64, 32)",64,0.029763514416313194,tanh,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.002335721469090121), 'mlp__hidden_layer_sizes': (64, 32), 'mlp__batch_size': 64, 'mlp__alpha': np.float64(0.029763514416313194), 'mlp__activation': 'tanh'}",0.8,0.7333333333333333,0.7027027027027027,0.7453453453453452,0.04061943163702324,101
0.15999213854471842,0.005374726282447795,0.0009984175364176433,0.0014119756209129643,adam,0.00020691380811147902,"(64, 32, 16)",32,0.008858667904100823,tanh,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.00020691380811147902), 'mlp__hidden_layer_sizes': (64, 32, 16), 'mlp__batch_size': 32, 'mlp__alpha': np.float64(0.008858667904100823), 'mlp__activation': 'tanh'}",0.7671232876712328,0.6896551724137931,0.9090909090909091,0.788623123058645,0.09086507515366397,82
0.0703283150990804,0.006890321834736283,0.002519687016805013,0.0018916298179551484,adam,0.004832930238571752,"(64, 32, 16)",64,0.029763514416313194,tanh,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.004832930238571752), 'mlp__hidden_layer_sizes': (64, 32, 16), 'mlp__batch_size': 64, 'mlp__alpha': np.float64(0.029763514416313194), 'mlp__activation': 'tanh'}",0.8292682926829268,0.8888888888888888,0.7848101265822784,0.8343224360513647,0.042640008323252154,29
0.09423216183980306,0.010423851339236902,0.0053755442301432295,0.006158330001838074,adam,0.000545559478116852,"(64,)",16,0.01623776739188721,tanh,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.000545559478116852), 'mlp__hidden_layer_sizes': (64,), 'mlp__batch_size': 16, 'mlp__alpha': np.float64(0.01623776739188721), 'mlp__activation': 'tanh'}",0.6470588235294118,0.8125,0.8571428571428571,0.772233893557423,0.09036903891214627,91
0.0870376427968343,0.016947213770292374,0.003070672353108724,0.0008906234302698484,adam,0.0001,"(128, 64)",64,0.029763514416313194,tanh,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.0001), 'mlp__hidden_layer_sizes': (128, 64), 'mlp__batch_size': 64, 'mlp__alpha': np.float64(0.029763514416313194), 'mlp__activation': 'tanh'}",0.65625,0.7792207792207793,0.782608695652174,0.7393598249576511,0.058783794523122775,105
0.07187843322753906,0.004437685211360761,0.0026678244272867837,0.0018864368665914273,adam,0.0008858667904100823,"(64,)",16,0.0026366508987303583,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.0008858667904100823), 'mlp__hidden_layer_sizes': (64,), 'mlp__batch_size': 16, 'mlp__alpha': np.float64(0.0026366508987303583), 'mlp__activation': 'relu'}",0.5666666666666667,0.8125,0.8571428571428571,0.7454365079365078,0.12771645230536424,100
0.09214973449707031,0.013089013964278083,0.0026723543802897134,0.00046845609999611655,adam,0.0001623776739188721,"(128, 64)",64,3.792690190732254e-05,tanh,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.0001623776739188721), 'mlp__hidden_layer_sizes': (128, 64), 'mlp__batch_size': 64, 'mlp__alpha': np.float64(3.792690190732254e-05), 'mlp__activation': 'tanh'}",0.65625,0.7631578947368421,0.9090909090909091,0.7761662679425837,0.10363089840896625,89
0.2697304884592692,0.0511029073713156,0.006241162618001302,0.0022908017910339205,adam,0.0006951927961775605,"(128, 64)",16,0.004832930238571752,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.0006951927961775605), 'mlp__hidden_layer_sizes': (128, 64), 'mlp__batch_size': 16, 'mlp__alpha': np.float64(0.004832930238571752), 'mlp__activation': 'relu'}",0.7532467532467533,0.8493150684931506,0.9213483146067416,0.8413033787822152,0.06886060369536276,19
0.22572946548461914,0.04997547040288075,0.0033432642618815103,0.0009395060571336535,adam,0.0014384498882876629,"(128, 64)",8,0.0026366508987303583,tanh,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.0014384498882876629), 'mlp__hidden_layer_sizes': (128, 64), 'mlp__batch_size': 8, 'mlp__alpha': np.float64(0.0026366508987303583), 'mlp__activation': 'tanh'}",0.8311688311688312,0.8,0.9090909090909091,0.8467532467532468,0.04587927722767709,16
0.11357498168945312,0.013470631710535575,0.0,0.0,adam,0.0003359818286283781,"(32,)",8,0.1,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.0003359818286283781), 'mlp__hidden_layer_sizes': (32,), 'mlp__batch_size': 8, 'mlp__alpha': np.float64(0.1), 'mlp__activation': 'relu'}",0.7727272727272727,0.7804878048780488,0.9333333333333333,0.8288494703128849,0.07394914779122508,36
0.1772916316986084,0.02285113813697174,0.0006693204243977865,0.0009465620217566654,adam,0.00020691380811147902,"(128,)",8,0.0026366508987303583,tanh,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.00020691380811147902), 'mlp__hidden_layer_sizes': (128,), 'mlp__batch_size': 8, 'mlp__alpha': np.float64(0.0026366508987303583), 'mlp__activation': 'tanh'}",0.7466666666666667,0.8235294117647058,0.8837209302325582,0.8179723362213102,0.05608997894361918,48
0.052780866622924805,0.013717884783576465,0.0075884660085042315,0.006488198257933843,adam,0.0014384498882876629,"(64, 32)",64,0.00023357214690901214,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.0014384498882876629), 'mlp__hidden_layer_sizes': (64, 32), 'mlp__batch_size': 64, 'mlp__alpha': np.float64(0.00023357214690901214), 'mlp__activation': 'relu'}",0.5806451612903226,0.8,0.7887323943661971,0.7231258518855066,0.10085402034141604,107
0.1008440653483073,0.011242873834323805,0.0006697177886962891,0.0009471239797368107,adam,0.0014384498882876629,"(64, 32)",16,0.0026366508987303583,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.0014384498882876629), 'mlp__hidden_layer_sizes': (64, 32), 'mlp__batch_size': 16, 'mlp__alpha': np.float64(0.0026366508987303583), 'mlp__activation': 'relu'}",0.7368421052631579,0.810126582278481,0.896551724137931,0.81450680389319,0.06527470335092454,52
0.189119021097819,0.04051757574173172,0.00526118278503418,0.007440436048719189,adam,0.0006951927961775605,"(64, 32, 16)",8,0.1,tanh,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.0006951927961775605), 'mlp__hidden_layer_sizes': (64, 32, 16), 'mlp__batch_size': 8, 'mlp__alpha': np.float64(0.1), 'mlp__activation': 'tanh'}",0.7948717948717948,0.8529411764705882,0.8571428571428571,0.8349852761617468,0.02841633410578523,28
0.11823495229085286,0.017479589640997533,0.0010002454121907551,0.0014145606276216329,adam,0.0006951927961775605,"(16,)",16,0.0007847599703514606,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.0006951927961775605), 'mlp__hidden_layer_sizes': (16,), 'mlp__batch_size': 16, 'mlp__alpha': np.float64(0.0007847599703514606), 'mlp__activation': 'relu'}",0.8354430379746836,0.7017543859649122,0.8837209302325582,0.8069727847240514,0.07696697256310067,64
0.1686720848083496,0.021095878758339244,0.0018692811330159504,0.0014723986668671095,adam,0.004832930238571752,"(128, 64)",8,0.00012742749857031334,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.004832930238571752), 'mlp__hidden_layer_sizes': (128, 64), 'mlp__batch_size': 8, 'mlp__alpha': np.float64(0.00012742749857031334), 'mlp__activation': 'relu'}",0.7222222222222222,0.8266666666666667,0.9333333333333333,0.8274074074074074,0.08618734180561058,38
0.07831168174743652,0.004083668115521337,0.0036787192026774087,0.0004547926037471842,adam,0.00042813323987193956,"(64,)",64,0.00012742749857031334,tanh,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.00042813323987193956), 'mlp__hidden_layer_sizes': (64,), 'mlp__batch_size': 64, 'mlp__alpha': np.float64(0.00012742749857031334), 'mlp__activation': 'tanh'}",0.6268656716417911,0.5925925925925926,0.8571428571428571,0.6922003737924136,0.1174682314421979,110
0.07496198018391927,0.0008309870021320445,0.0023234685262044272,0.0016916358669787864,adam,0.0006951927961775605,"(128,)",32,2.06913808111479e-05,tanh,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.0006951927961775605), 'mlp__hidden_layer_sizes': (128,), 'mlp__batch_size': 32, 'mlp__alpha': np.float64(2.06913808111479e-05), 'mlp__activation': 'tanh'}",0.7297297297297297,0.8695652173913043,0.8571428571428571,0.8188126014212971,0.0631949221596574,45
0.08206733067830403,0.016496099768661617,0.008084853490193685,0.005511175219963977,adam,0.004832930238571752,"(64,)",16,2.06913808111479e-05,tanh,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.004832930238571752), 'mlp__hidden_layer_sizes': (64,), 'mlp__batch_size': 16, 'mlp__alpha': np.float64(2.06913808111479e-05), 'mlp__activation': 'tanh'}",0.8157894736842105,0.7945205479452054,0.8571428571428571,0.822484292924091,0.026000049433319385,42
0.058026393254597984,0.021897804729675226,0.008341232935587565,0.006617211289310021,adam,0.00042813323987193956,"(16,)",32,0.0014384498882876629,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.00042813323987193956), 'mlp__hidden_layer_sizes': (16,), 'mlp__batch_size': 32, 'mlp__alpha': np.float64(0.0014384498882876629), 'mlp__activation': 'relu'}",0.696969696969697,0.36363636363636365,0.6666666666666666,0.5757575757575757,0.15050166086617514,117
0.15199621518452963,0.030183426678343502,0.002273082733154297,0.0019740293936434386,adam,0.0006951927961775605,"(16,)",8,1.1288378916846883e-05,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.0006951927961775605), 'mlp__hidden_layer_sizes': (16,), 'mlp__batch_size': 8, 'mlp__alpha': np.float64(1.1288378916846883e-05), 'mlp__activation': 'relu'}",0.8354430379746836,0.7457627118644068,0.8705882352941177,0.8172646617110694,0.05255595651342465,50
0.14737462997436523,0.01589437712867879,0.0045015811920166016,0.00388596964422816,adam,0.000545559478116852,"(64, 32)",8,0.004832930238571752,tanh,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.000545559478116852), 'mlp__hidden_layer_sizes': (64, 32), 'mlp__batch_size': 8, 'mlp__alpha': np.float64(0.004832930238571752), 'mlp__activation': 'tanh'}",0.8395061728395061,0.7333333333333333,0.7027027027027027,0.7585140696251806,0.058619390822022284,96
0.23344969749450684,0.06608331452844245,0.0031112035115559897,0.004399906201345278,adam,0.000545559478116852,"(64, 32, 16)",8,6.158482110660267e-06,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.000545559478116852), 'mlp__hidden_layer_sizes': (64, 32, 16), 'mlp__batch_size': 8, 'mlp__alpha': np.float64(6.158482110660267e-06), 'mlp__activation': 'relu'}",0.65625,0.8421052631578947,0.9333333333333333,0.8105628654970761,0.11529667685417098,57
0.11873189608256023,0.00956924959952459,0.003181616465250651,0.001012228146629697,adam,0.00379269019073225,"(128,)",8,1.1288378916846883e-05,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.00379269019073225), 'mlp__hidden_layer_sizes': (128,), 'mlp__batch_size': 8, 'mlp__alpha': np.float64(1.1288378916846883e-05), 'mlp__activation': 'relu'}",0.8837209302325582,0.8,0.9333333333333333,0.8723514211886304,0.05502359340240274,2
0.16666547457377115,0.0696481400957594,0.002846797307332357,0.002037317346021211,adam,0.0001623776739188721,"(32, 16)",8,1.1288378916846883e-05,tanh,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.0001623776739188721), 'mlp__hidden_layer_sizes': (32, 16), 'mlp__batch_size': 8, 'mlp__alpha': np.float64(1.1288378916846883e-05), 'mlp__activation': 'tanh'}",0.684931506849315,0.8484848484848485,0.8837209302325582,0.8057124285222406,0.08660800057097824,66
0.112975279490153,0.005053894570329385,0.0,0.0,adam,0.007847599703514606,"(128,)",8,0.00012742749857031334,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.007847599703514606), 'mlp__hidden_layer_sizes': (128,), 'mlp__batch_size': 8, 'mlp__alpha': np.float64(0.00012742749857031334), 'mlp__activation': 'relu'}",0.7368421052631579,0.8051948051948052,0.9333333333333333,0.8251234145970988,0.08144553510030826,40
0.1333040396372477,0.013357759947553907,0.005277077356974284,0.007462914367924999,adam,0.0001623776739188721,"(64, 32)",16,0.004832930238571752,tanh,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.0001623776739188721), 'mlp__hidden_layer_sizes': (64, 32), 'mlp__batch_size': 16, 'mlp__alpha': np.float64(0.004832930238571752), 'mlp__activation': 'tanh'}",0.5333333333333333,0.7333333333333333,0.684931506849315,0.6505327245053273,0.08519568521962358,114
0.05177752176920573,0.007317357251547137,0.0006693204243977865,0.0009465620217566654,adam,0.004832930238571752,"(16,)",32,0.0004281332398719391,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.004832930238571752), 'mlp__hidden_layer_sizes': (16,), 'mlp__batch_size': 32, 'mlp__alpha': np.float64(0.0004281332398719391), 'mlp__activation': 'relu'}",0.8461538461538461,0.7017543859649122,0.8837209302325582,0.8105430541171055,0.07843915769686413,58
0.05475846926371256,0.003579270935400164,0.004131873448689778,0.0009820981399221104,adam,0.0014384498882876629,"(32, 16)",32,1e-06,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.0014384498882876629), 'mlp__hidden_layer_sizes': (32, 16), 'mlp__batch_size': 32, 'mlp__alpha': np.float64(1e-06), 'mlp__activation': 'relu'}",0.7466666666666667,0.6181818181818182,0.8571428571428571,0.7406637806637807,0.0976477359887998,103
0.054369608561197914,0.010986024910355087,0.003578027089436849,0.0008233294753423644,adam,0.00042813323987193956,"(32, 16)",64,1.8329807108324375e-06,tanh,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.00042813323987193956), 'mlp__hidden_layer_sizes': (32, 16), 'mlp__batch_size': 64, 'mlp__alpha': np.float64(1.8329807108324375e-06), 'mlp__activation': 'tanh'}",0.684931506849315,0.8484848484848485,0.8837209302325582,0.8057124285222406,0.08660800057097824,66
0.060729424158732094,0.01933358504163609,0.0022994677225748696,0.0016664767664085847,adam,0.00042813323987193956,"(32,)",64,0.1,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.00042813323987193956), 'mlp__hidden_layer_sizes': (32,), 'mlp__batch_size': 64, 'mlp__alpha': np.float64(0.1), 'mlp__activation': 'relu'}",0.7142857142857143,0.7804878048780488,0.9333333333333333,0.8093689508323655,0.09172805930696676,60
0.10935839017232259,0.010497148211926818,0.0,0.0,adam,0.0018329807108324356,"(128,)",8,0.00023357214690901214,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.0018329807108324356), 'mlp__hidden_layer_sizes': (128,), 'mlp__batch_size': 8, 'mlp__alpha': np.float64(0.00023357214690901214), 'mlp__activation': 'relu'}",0.7692307692307693,0.8205128205128205,0.9333333333333333,0.841025641025641,0.06854679540431938,22
0.09347979227701823,0.0075571834274700215,0.0016685326894124348,0.0012488706294071505,adam,0.00012742749857031334,"(64,)",32,2.06913808111479e-05,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.00012742749857031334), 'mlp__hidden_layer_sizes': (64,), 'mlp__batch_size': 32, 'mlp__alpha': np.float64(2.06913808111479e-05), 'mlp__activation': 'relu'}",0.7605633802816901,0.6181818181818182,0.8571428571428571,0.7452960185354551,0.09815095104430588,102
0.12158322334289551,0.008345908358512349,0.0,0.0,adam,0.00026366508987303583,"(64, 32, 16)",32,0.00023357214690901214,relu,"{'mlp__solver': 'adam', 'mlp__learning_rate_init': np.float64(0.00026366508987303583), 'mlp__hidden_layer_sizes': (64, 32, 16), 'mlp__batch_size': 32, 'mlp__alpha': np.float64(0.00023357214690901214), 'mlp__activation': 'relu'}",0.6349206349206349,0.8157894736842105,0.9090909090909091,0.7866003392319182,0.11381663319335573,84
